name	l:label	uid	type	obtainable	command	label	entity:string_array
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1495	option_group				
white rice	Option,white rice	N1497	option				
brown rice	Option,brown rice	N1496	option				
132.  bean curd hunan style	Item,Obtainable,132.  bean curd hunan style	N1076	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	132.  bean curd hunan style	
	Hypergraph		hypergraph		CommandNet>NewInstruction	132.  bean curd hunan style	
	Token,~NoTag		token			132	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Curd		token			curd	DBPedia>Curd
	Token,~NoTag		token			hunan	~NoTag
	Token,~NoTag		token			style	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1498	option_group				
white rice	Option,white rice	N1500	option				
brown rice	Option,brown rice	N1499	option				
133.  string beans szechuan style	Item,Obtainable,133.  string beans szechuan style	N1077	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	133.  string beans szechuan style	
	Hypergraph		hypergraph		CommandNet>NewInstruction	133.  string beans szechuan style	
	Token,~NoTag		token			133	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			string	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,~NoTag		token			szechuan	~NoTag
	Token,~NoTag		token			style	~NoTag
choice of rice	OptionGroup	N1501	option_group				
white rice	Option,white rice	N1503	option				
brown rice	Option,brown rice	N1502	option				
134.  general tso's bean curd	Item,Obtainable,134.  general tso's bean curd	N1078	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	134.  general tsos bean curd	
	Hypergraph		hypergraph		CommandNet>NewInstruction	134.  general tsos bean curd	
	Token,~NoTag		token			134	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			general	~NoTag
	Token,~NoTag		token			tsos	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Curd		token			curd	DBPedia>Curd
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1504	option_group				
white rice	Option,white rice	N1506	option				
brown rice	Option,brown rice	N1505	option				
135. ma po tofu	Item,Obtainable,135. ma po tofu	N1079	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	135. ma po tofu	
	Hypergraph		hypergraph		CommandNet>NewInstruction	135. ma po tofu	
	Token,~NoTag		token			135	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			ma	~NoTag
	Token,~NoTag		token			po	~NoTag
	Token,DBPedia>Tofu		token			tofu	DBPedia>Tofu
choice of rice	OptionGroup	N1507	option_group				
white rice	Option,white rice	N1509	option				
brown rice	Option,brown rice	N1508	option				
136. cabbage with bean curd	Item,Obtainable,136. cabbage with bean curd	N1080	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	136. cabbage with bean curd	
	Hypergraph		hypergraph		CommandNet>NewInstruction	136. cabbage with bean curd	
	Token,~NoTag		token			136	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Cabbage		token			cabbage	DBPedia>Cabbage
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Curd		token			curd	DBPedia>Curd
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1510	option_group				
white rice	Option,white rice	N1512	option				
brown rice	Option,brown rice	N1511	option				
137.  shanghai green vegetable	Item,Obtainable,137.  shanghai green vegetable	N1081	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	137.  shanghai green vegetable	
	Hypergraph		hypergraph		CommandNet>NewInstruction	137.  shanghai green vegetable	
	Token,~NoTag		token			137	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			shanghai	~NoTag
	Token,~NoTag		token			green	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
choice of rice	OptionGroup	N1513	option_group				
white rice	Option,white rice	N1515	option				
brown rice	Option,brown rice	N1514	option				
moo shi	Group	N936	group				
138.  moo shi shrimp	Item,Obtainable,138.  moo shi shrimp	N1082	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	138.  moo shi shrimp	
	Hypergraph		hypergraph		CommandNet>NewInstruction	138.  moo shi shrimp	
	Token,~NoTag		token			138	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			moo	~NoTag
	Token,~NoTag		token			shi	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
139.  moo shi beef	Item,Obtainable,139.  moo shi beef	N1083	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	139.  moo shi beef	
	Hypergraph		hypergraph		CommandNet>NewInstruction	139.  moo shi beef	
	Token,~NoTag		token			139	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			moo	~NoTag
	Token,~NoTag		token			shi	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
140.  moo shi chicken	Item,Obtainable,140.  moo shi chicken	N1084	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	140.  moo shi chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	140.  moo shi chicken	
	Token,~NoTag		token			140	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			moo	~NoTag
	Token,~NoTag		token			shi	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
141.  moo shi pork	Item,Obtainable,141.  moo shi pork	N1085	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	141.  moo shi pork	
	Hypergraph		hypergraph		CommandNet>NewInstruction	141.  moo shi pork	
	Token,~NoTag		token			141	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			moo	~NoTag
	Token,~NoTag		token			shi	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
142.  moo shu vegetable	Item,Obtainable,142.  moo shu vegetable	N1086	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	142.  moo shu vegetable	
	Hypergraph		hypergraph		CommandNet>NewInstruction	142.  moo shu vegetable	
	Token,~NoTag		token			142	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			moo	~NoTag
	Token,~NoTag		token			shu	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
sweet and sour	Group	N937	group				
143.  sweet and sour shrimp	Item,Obtainable,143.  sweet and sour shrimp	N1087	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	143.  sweet and sour shrimp	
	Hypergraph		hypergraph		CommandNet>NewInstruction	143.  sweet and sour shrimp	
	Token,~NoTag		token			143	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			sweet	~NoTag
	Token,DBPedia>Conjunction_(grammar)		token			and	DBPedia>Conjunction_(grammar)
	Token,~NoTag		token			sour	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
choice of rice	OptionGroup	N1516	option_group				
white rice	Option,white rice	N1518	option				
brown rice	Option,brown rice	N1517	option				
144.  sweet and sour chicken	Item,Obtainable,144.  sweet and sour chicken	N1088	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	144.  sweet and sour chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	144.  sweet and sour chicken	
	Token,~NoTag		token			144	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			sweet	~NoTag
	Token,DBPedia>Conjunction_(grammar)		token			and	DBPedia>Conjunction_(grammar)
	Token,~NoTag		token			sour	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
choice of rice	OptionGroup	N1519	option_group				
white rice	Option,white rice	N1521	option				
brown rice	Option,brown rice	N1520	option				
145.  sweet and sour pork	Item,Obtainable,145.  sweet and sour pork	N1089	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	145.  sweet and sour pork	
	Hypergraph		hypergraph		CommandNet>NewInstruction	145.  sweet and sour pork	
	Token,~NoTag		token			145	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			sweet	~NoTag
	Token,DBPedia>Conjunction_(grammar)		token			and	DBPedia>Conjunction_(grammar)
	Token,~NoTag		token			sour	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
choice of rice	OptionGroup	N1522	option_group				
white rice	Option,white rice	N1524	option				
brown rice	Option,brown rice	N1523	option				
chinese combination platters	Group	N938	group				
c1.  chicken chow mein combination platter	Item,Obtainable,c1.  chicken chow mein combination platter	N1099	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c1.  chicken chow mein combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c1.  chicken chow mein combination platter	
	Token,~NoTag		token			c1	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mein	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c2.  shrimp chow mein combination platter	Item,Obtainable,c2.  shrimp chow mein combination platter	N1100	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c2.  shrimp chow mein combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c2.  shrimp chow mein combination platter	
	Token,~NoTag		token			c2	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mein	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c3.  bean curd with vegetable combination platter	Item,Obtainable,c3.  bean curd with vegetable combination platter	N1101	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c3.  bean curd with vegetable combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c3.  bean curd with vegetable combination platter	
	Token,~NoTag		token			c3	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Curd		token			curd	DBPedia>Curd
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
c4.  chicken with broccoli combination platter	Item,Obtainable,c4.  chicken with broccoli combination platter	N1102	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c4.  chicken with broccoli combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c4.  chicken with broccoli combination platter	
	Token,~NoTag		token			c4	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
c5.  moo goo gai pan combination platter	Item,Obtainable,c5.  moo goo gai pan combination platter	N1103	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c5.  moo goo gai pan combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c5.  moo goo gai pan combination platter	
	Token,~NoTag		token			c5	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			moo	~NoTag
	Token,DBPedia>GOOS		token			goo	DBPedia>GOOS
	Token,~NoTag		token			gai	~NoTag
	Token,~NoTag		token			pan	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c6.  chicken with cashew nuts combination platter	Item,Obtainable,c6.  chicken with cashew nuts combination platter	N1104	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c6.  chicken with cashew nuts combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c6.  chicken with cashew nuts combination platter	
	Token,~NoTag		token			c6	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Cashew		token			cashew	DBPedia>Cashew
	Token,~NoTag		token			nut	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
c7.  hunan chicken combination platter	Item,Obtainable,c7.  hunan chicken combination platter	N1105	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c7.  hunan chicken combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c7.  hunan chicken combination platter	
	Token,~NoTag		token			c7	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			hunan	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c8.  bbq spare ribs (4)  combination platter	Item,Obtainable,c8.  bbq spare ribs (4)  combination platter	N1090	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c8.  bbq spare ribs (4)  combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c8.  bbq spare ribs (4)  combination platter	
	Token,~NoTag		token			c8	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			bbq	~NoTag
	Token,~NoTag		token			spare	~NoTag
	Token,~NoTag		token			rib	~NoTag
	Token,~NoTag		token			(4)	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c9.  beef with mixed vegetable combination platter	Item,Obtainable,c9.  beef with mixed vegetable combination platter	N1091	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c9.  beef with mixed vegetable combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c9.  beef with mixed vegetable combination platter	
	Token,~NoTag		token			c9	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
c10.  pepper steak with onion combination platter	Item,Obtainable,c10.  pepper steak with onion combination platter	N1092	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c10.  pepper steak with onion combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c10.  pepper steak with onion combination platter	
	Token,~NoTag		token			c10	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			pepper	~NoTag
	Token,DBPedia>Steak		token			steak	DBPedia>Steak
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Onion		token			onion	DBPedia>Onion
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
c11.  sweet & sour chicken combination platter	Item,Obtainable,c11.  sweet & sour chicken combination platter	N1093	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c11.  sweet & sour chicken combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c11.  sweet & sour chicken combination platter	
	Token,~NoTag		token			c11	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			sweet	~NoTag
	Token,DBPedia>Conjunction_(grammar)		token			&	DBPedia>Conjunction_(grammar)
	Token,~NoTag		token			sour	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c11.  sweet & sour pork combination platter	Item,Obtainable,c11.  sweet & sour pork combination platter	N1094	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c11.  sweet & sour pork combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c11.  sweet & sour pork combination platter	
	Token,~NoTag		token			c11	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			sweet	~NoTag
	Token,DBPedia>Conjunction_(grammar)		token			&	DBPedia>Conjunction_(grammar)
	Token,~NoTag		token			sour	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c12.  kung pao shrimp combination platter	Item,Obtainable,c12.  kung pao shrimp combination platter	N1095	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c12.  kung pao shrimp combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c12.  kung pao shrimp combination platter	
	Token,~NoTag		token			c12	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			kung	~NoTag
	Token,~NoTag		token			pao	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c13.  shrimp with garlic sauce combination platter	Item,Obtainable,c13.  shrimp with garlic sauce combination platter	N1096	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c13.  shrimp with garlic sauce combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c13.  shrimp with garlic sauce combination platter	
	Token,~NoTag		token			c13	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
c14.  general tso's chicken combination platter	Item,Obtainable,c14.  general tso's chicken combination platter	N1097	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c14.  general tsos chicken combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c14.  general tsos chicken combination platter	
	Token,~NoTag		token			c14	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			general	~NoTag
	Token,~NoTag		token			tsos	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
c15.  shrimp with broccoli combination platter	Item,Obtainable,c15.  shrimp with broccoli combination platter	N1098	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	c15.  shrimp with broccoli combination platter	
	Hypergraph		hypergraph		CommandNet>NewInstruction	c15.  shrimp with broccoli combination platter	
	Token,~NoTag		token			c15	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			platter	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
side order	Group	N940	group				
fried crispy noodles (1)	Item,Obtainable,fried crispy noodles (1)	N1106	item	True			
white rice	Item,Obtainable,white rice	N1107	item	True			
pick one	OptionGroup	N1525	option_group				
pt.	Option,pt.	N1526	option				
	Hypergraph		hypergraph		CommandNet>NewInstruction	pt.	
	Hypergraph		hypergraph		CommandNet>NewInstruction	pt.	
	Token,~NoTag		token			pt.	~NoTag
qt.	Option,qt.	N1527	option				
	Hypergraph		hypergraph		CommandNet>NewInstruction	qt.	
	Hypergraph		hypergraph		CommandNet>NewInstruction	qt.	
	Token,~NoTag		token			qt.	~NoTag
fortune cookie (4)	Item,Obtainable,fortune cookie (4)	N1108	item	True			
almond cookies (2)	Item,Obtainable,almond cookies (2)	N1109	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	almond cookies (2)	
	Hypergraph		hypergraph		CommandNet>NewInstruction	almond cookies (2)	
	Token,DBPedia>Almond		token			almond	DBPedia>Almond
	Token,~NoTag		token			cooky	~NoTag
	Token,~NoTag		token			(2)	~NoTag
beverages	Group	N1121	group				
homemade lemonade	Item,Obtainable,homemade lemonade	N1167	item	True			
homemade iced tea	Item,Obtainable,homemade iced tea	N1166	item	True			
16 oz. bottled soda	Item,Obtainable,16 oz. bottled soda	N1165	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	16 oz. bottled soda	
	Hypergraph		hypergraph		CommandNet>NewInstruction	16 oz. bottled soda	
	Token,DBPedia>16_(number)		token			16	DBPedia>16_(number)
	Token,DBPedia>Ounce		token			oz	DBPedia>Ounce
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			bottled	~NoTag
	Token,~NoTag		token			soda	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitOfMeasurement	UnitOfMeasurement	
choice of soda	OptionGroup	N1528	option_group				
coke	Option,coke	N1529	option				
diet coke	Option,diet coke	N1530	option				
diet pepsi	Option,diet pepsi	N1531	option				
fruit punch	Option,fruit punch	N1532	option				
mountain dew	Option,mountain dew	N1533	option				
pepsi	Option,pepsi	N1534	option				
sprite	Option,sprite	N1535	option				
bottled water 	Item,Obtainable,bottled water 	N1593	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	bottled water 	
	Hypergraph		hypergraph		CommandNet>NewInstruction	bottled water 	
	Token,~NoTag		token			bottled	~NoTag
	Token,~NoTag		token			water	~NoTag
