name	l:label	uid	type	obtainable	command	label	entity:string_array
pick one	OptionGroup	N1247	option_group				
small	Option,small	N1248	option				
large	Option,large	N1249	option				
33. vegetable lo mein	Item,Obtainable,33. vegetable lo mein	N986	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	33. vegetable lo mein	
	Hypergraph		hypergraph		CommandNet>NewInstruction	33. vegetable lo mein	
	Token,DBPedia>33_(number)		token			33	DBPedia>33_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Token,~NoTag		token			lo	~NoTag
	Token,~NoTag		token			mein	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
pick one	OptionGroup	N1250	option_group				
small	Option,small	N1251	option				
large	Option,large	N1252	option				
34. pineapple lo mein	Item,Obtainable,34. pineapple lo mein	N1574	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	34. pineapple lo mein	
	Hypergraph		hypergraph		CommandNet>NewInstruction	34. pineapple lo mein	
	Token,DBPedia>34_(number)		token			34	DBPedia>34_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Pineapple		token			pineapple	DBPedia>Pineapple
	Token,~NoTag		token			lo	~NoTag
	Token,~NoTag		token			mein	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
choice of ingredient	OptionGroup	N1575	option_group				
chicken	Option,chicken	N1576	option				
beef	Option,beef	N1577	option				
pork	Option,pork	N1578	option				
vegetables	Option,vegetables	N1579	option				
35. curry lo mein	Item,Obtainable,35. curry lo mein	N1580	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	35. curry lo mein	
	Hypergraph		hypergraph		CommandNet>NewInstruction	35. curry lo mein	
	Token,DBPedia>35_(number)		token			35	DBPedia>35_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Curry		token			curry	DBPedia>Curry
	Token,~NoTag		token			lo	~NoTag
	Token,~NoTag		token			mein	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
choice of ingredient	OptionGroup	N1581	option_group				
chicken	Option,chicken	N1586	option				
beef	Option,beef	N1587	option				
pork	Option,pork	N1588	option				
vegetables	Option,vegetables	N1589	option				
36. combination lo mein	Item,Obtainable,36. combination lo mein	N1582	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	36. combination lo mein	
	Hypergraph		hypergraph		CommandNet>NewInstruction	36. combination lo mein	
	Token,DBPedia>36_(number)		token			36	DBPedia>36_(number)
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			lo	~NoTag
	Token,~NoTag		token			mein	~NoTag
pick one	OptionGroup	N1583	option_group				
small 	Option,small 	N1584	option				
large 	Option,large 	N1585	option				
chow ho fun	Group	N933	group				
38. shrimp chow ho fun	Item,Obtainable,38. shrimp chow ho fun	N991	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. shrimp chow ho fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. shrimp chow ho fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			ho	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
38. chicken chow ho fun	Item,Obtainable,38. chicken chow ho fun	N995	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. chicken chow ho fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. chicken chow ho fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			ho	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
38. beef chow ho fun	Item,Obtainable,38. beef chow ho fun	N992	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. beef chow ho fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. beef chow ho fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			ho	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
38. roast pork chow ho fun	Item,Obtainable,38. roast pork chow ho fun	N994	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. roast pork chow ho fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. roast pork chow ho fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			roast	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			ho	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
38. vegetable chow ho fun	Item,Obtainable,38. vegetable chow ho fun	N996	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. vegetable chow ho fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. vegetable chow ho fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			ho	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
39. combination chow ho fun	Item,Obtainable,39. combination chow ho fun	N993	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	39. combination chow ho fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	39. combination chow ho fun	
	Token,DBPedia>39_(number)		token			39	DBPedia>39_(number)
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			ho	~NoTag
	Token,~NoTag		token			fun	~NoTag
chow mei fun	Group	N939	group				
38. shrimp chow mei fun	Item,Obtainable,38. shrimp chow mei fun	N999	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. shrimp chow mei fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. shrimp chow mei fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mei	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
38. chicken chow mei fun	Item,Obtainable,38. chicken chow mei fun	N1003	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. chicken chow mei fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. chicken chow mei fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mei	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
38. beef chow mei fun	Item,Obtainable,38. beef chow mei fun	N1000	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. beef chow mei fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. beef chow mei fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mei	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
38. roast pork chow mei fun	Item,Obtainable,38. roast pork chow mei fun	N1002	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. roast pork chow mei fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. roast pork chow mei fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			roast	~NoTag
	Token,DBPedia>Pork		token			pork	DBPedia>Pork
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mei	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
38. vegetable chow mei fun	Item,Obtainable,38. vegetable chow mei fun	N1004	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. vegetable chow mei fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	38. vegetable chow mei fun	
	Token,DBPedia>38_(number)		token			38	DBPedia>38_(number)
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mei	~NoTag
	Token,~NoTag		token			fun	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
39. combination chow mei fun	Item,Obtainable,39. combination chow mei fun	N1001	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	39. combination chow mei fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	39. combination chow mei fun	
	Token,DBPedia>39_(number)		token			39	DBPedia>39_(number)
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mei	~NoTag
	Token,~NoTag		token			fun	~NoTag
41. singapore chow mei fun	Item,Obtainable,41. singapore chow mei fun	N1005	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	41. singapore chow mei fun	
	Hypergraph		hypergraph		CommandNet>NewInstruction	41. singapore chow mei fun	
	Token,~NoTag		token			41	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			singapore	~NoTag
	Token,~NoTag		token			chow	~NoTag
	Token,~NoTag		token			mei	~NoTag
	Token,~NoTag		token			fun	~NoTag
egg foo young	Group	N1122	group				
42. shrimp egg foo young	Item,Obtainable,42. shrimp egg foo young	N1125	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	42. shrimp egg foo young	
	Hypergraph		hypergraph		CommandNet>NewInstruction	42. shrimp egg foo young	
	Token,~NoTag		token			42	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,~NoTag		token			egg	~NoTag
	Token,~NoTag		token			foo	~NoTag
	Token,~NoTag		token			young	~NoTag
42. beef egg foo young	Item,Obtainable,42. beef egg foo young	N1126	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	42. beef egg foo young	
	Hypergraph		hypergraph		CommandNet>NewInstruction	42. beef egg foo young	
	Token,~NoTag		token			42	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,~NoTag		token			egg	~NoTag
	Token,~NoTag		token			foo	~NoTag
	Token,~NoTag		token			young	~NoTag
42. chicken egg foo young	Item,Obtainable,42. chicken egg foo young	N1127	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	42. chicken egg foo young	
	Hypergraph		hypergraph		CommandNet>NewInstruction	42. chicken egg foo young	
	Token,~NoTag		token			42	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,~NoTag		token			egg	~NoTag
	Token,~NoTag		token			foo	~NoTag
	Token,~NoTag		token			young	~NoTag
42. vegetable egg foo young	Item,Obtainable,42. vegetable egg foo young	N1129	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	42. vegetable egg foo young	
	Hypergraph		hypergraph		CommandNet>NewInstruction	42. vegetable egg foo young	
	Token,~NoTag		token			42	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Token,~NoTag		token			egg	~NoTag
	Token,~NoTag		token			foo	~NoTag
	Token,~NoTag		token			young	~NoTag
43. combination egg foo young	Item,Obtainable,43. combination egg foo young	N1128	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	43. combination egg foo young	
	Hypergraph		hypergraph		CommandNet>NewInstruction	43. combination egg foo young	
	Token,~NoTag		token			43	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			combination	~NoTag
	Token,~NoTag		token			egg	~NoTag
	Token,~NoTag		token			foo	~NoTag
	Token,~NoTag		token			young	~NoTag
chef's specials	Group	N926	group				
44.  seafood delight chef's special	Item,Obtainable,44.  seafood delight chef's special	N1006	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	44.  seafood delight chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	44.  seafood delight chefs special	
	Token,~NoTag		token			44	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Seafood		token			seafood	DBPedia>Seafood
	Token,~NoTag		token			delight	~NoTag
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1256	option_group				
white rice	Option,white rice	N1258	option				
brown rice	Option,brown rice	N1257	option				
45.  happy family chef's special	Item,Obtainable,45.  happy family chef's special	N1007	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	45.  happy family chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	45.  happy family chefs special	
	Token,~NoTag		token			45	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			happy	~NoTag
	Token,~NoTag		token			family	~NoTag
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
choice of rice	OptionGroup	N1259	option_group				
white rice	Option,white rice	N1261	option				
brown rice	Option,brown rice	N1260	option				
46.  triple delight chef's special	Item,Obtainable,46.  triple delight chef's special	N1008	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	46.  triple delight chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	46.  triple delight chefs special	
	Token,~NoTag		token			46	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			triple	~NoTag
	Token,~NoTag		token			delight	~NoTag
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
choice of rice	OptionGroup	N1262	option_group				
white rice	Option,white rice	N1264	option				
brown rice	Option,brown rice	N1263	option				
47.  tung ting shrimp chef's special	Item,Obtainable,47.  tung ting shrimp chef's special	N1009	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	47.  tung ting shrimp chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	47.  tung ting shrimp chefs special	
	Token,~NoTag		token			47	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			tung	~NoTag
	Token,~NoTag		token			ting	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1265	option_group				
white rice	Option,white rice	N1267	option				
brown rice	Option,brown rice	N1266	option				
48.  four season chef's special	Item,Obtainable,48.  four season chef's special	N1010	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	48.  four season chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	48.  four season chefs special	
	Token,~NoTag		token			48	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>4_(number)		token			four	DBPedia>4_(number)
	Token,~NoTag		token			season	~NoTag
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
choice of rice	OptionGroup	N1268	option_group				
white rice	Option,white rice	N1270	option				
brown rice	Option,brown rice	N1269	option				
49.  sesame chicken chef's special	Item,Obtainable,49.  sesame chicken chef's special	N1011	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	49.  sesame chicken chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	49.  sesame chicken chefs special	
	Token,~NoTag		token			49	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Sesame		token			sesame	DBPedia>Sesame
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1271	option_group				
white rice	Option,white rice	N1273	option				
brown rice	Option,brown rice	N1272	option				
50.  general tso's chicken chef's special	Item,Obtainable,50.  general tso's chicken chef's special	N1012	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	50.  general tsos chicken chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	50.  general tsos chicken chefs special	
	Token,~NoTag		token			50	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			general	~NoTag
	Token,~NoTag		token			tsos	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1274	option_group				
white rice	Option,white rice	N1276	option				
brown rice	Option,brown rice	N1275	option				
51.  orange beef  chef's special	Item,Obtainable,51.  orange beef  chef's special	N1013	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	51.  orange beef  chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	51.  orange beef  chefs special	
	Token,~NoTag		token			51	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Orange		token			orange	DBPedia>Orange
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1277	option_group				
white rice	Option,white rice	N1279	option				
brown rice	Option,brown rice	N1278	option				
52.  sesame beef  chef's special	Item,Obtainable,52.  sesame beef  chef's special	N1014	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	52.  sesame beef  chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	52.  sesame beef  chefs special	
	Token,~NoTag		token			52	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Sesame		token			sesame	DBPedia>Sesame
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1280	option_group				
white rice	Option,white rice	N1282	option				
brown rice	Option,brown rice	N1281	option				
53.  orange chicken chef's special	Item,Obtainable,53.  orange chicken chef's special	N1015	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	53.  orange chicken chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	53.  orange chicken chefs special	
	Token,~NoTag		token			53	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Orange		token			orange	DBPedia>Orange
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1283	option_group				
white rice	Option,white rice	N1285	option				
brown rice	Option,brown rice	N1284	option				
54.  general tso's shrimp chef's special	Item,Obtainable,54.  general tso's shrimp chef's special	N1016	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	54.  general tsos shrimp chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	54.  general tsos shrimp chefs special	
	Token,~NoTag		token			54	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			general	~NoTag
	Token,~NoTag		token			tsos	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1286	option_group				
white rice	Option,white rice	N1288	option				
brown rice	Option,brown rice	N1287	option				
56.  pan fried noodles chef's special	Item,Obtainable,56.  pan fried noodles chef's special	N1017	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	56.  pan fried noodles chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	56.  pan fried noodles chefs special	
	Token,~NoTag		token			56	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			pan	~NoTag
	Token,~NoTag		token			fried	~NoTag
	Token,DBPedia>Noodle		token			noodle	DBPedia>Noodle
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1289	option_group				
white rice	Option,white rice	N1291	option				
brown rice	Option,brown rice	N1290	option				
57.  lemon chicken chef's special	Item,Obtainable,57.  lemon chicken chef's special	N1018	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	57.  lemon chicken chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	57.  lemon chicken chefs special	
	Token,~NoTag		token			57	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Lemon		token			lemon	DBPedia>Lemon
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1292	option_group				
white rice	Option,white rice	N1294	option				
brown rice	Option,brown rice	N1293	option				
58.  boneless chicken chef's special	Item,Obtainable,58.  boneless chicken chef's special	N1019	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	58.  boneless chicken chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	58.  boneless chicken chefs special	
	Token,~NoTag		token			58	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			boneless	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1295	option_group				
white rice	Option,white rice	N1297	option				
brown rice	Option,brown rice	N1296	option				
60. szechuan style fish	Item,Obtainable,60. szechuan style fish	N1022	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	60. szechuan style fish	
	Hypergraph		hypergraph		CommandNet>NewInstruction	60. szechuan style fish	
	Token,~NoTag		token			60	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			szechuan	~NoTag
	Token,~NoTag		token			style	~NoTag
	Token,DBPedia>Fish		token			fish	DBPedia>Fish
choice of rice	OptionGroup	N1301	option_group				
white rice	Option,white rice	N1303	option				
brown rice	Option,brown rice	N1302	option				
61. pad thai	Item,Obtainable,61. pad thai	N1023	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	61. pad thai	
	Hypergraph		hypergraph		CommandNet>NewInstruction	61. pad thai	
	Token,~NoTag		token			61	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			pad	~NoTag
	Token,~NoTag		token			thai	~NoTag
choice of pad thai ingredient	OptionGroup	N1304	option_group				
shrimp	Option,shrimp	N1306	option				
chicken	Option,chicken	N1307	option				
tofu	Option,tofu	N1308	option				
choice of rice	OptionGroup	N1305	option_group				
white rice	Option,white rice	N1310	option				
brown rice	Option,brown rice	N1309	option				
62. hunan combination	Item,Obtainable,62. hunan combination	N1024	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	62. hunan combination	
	Hypergraph		hypergraph		CommandNet>NewInstruction	62. hunan combination	
	Token,~NoTag		token			62	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			hunan	~NoTag
	Token,~NoTag		token			combination	~NoTag
choice of rice	OptionGroup	N1311	option_group				
white rice	Option,white rice	N1313	option				
brown rice	Option,brown rice	N1312	option				
63.  crispy shredded beef chef's special	Item,Obtainable,63.  crispy shredded beef chef's special	N1020	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	63.  crispy shredded beef chefs special	
	Hypergraph		hypergraph		CommandNet>NewInstruction	63.  crispy shredded beef chefs special	
	Token,~NoTag		token			63	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			crispy	~NoTag
	Token,~NoTag		token			shredded	~NoTag
	Token,DBPedia>Beef		token			beef	DBPedia>Beef
	Token,DBPedia>Chef		token			chef	DBPedia>Chef
	Token,~NoTag		token			special	~NoTag
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1314	option_group				
white rice	Option,white rice	N1316	option				
brown rice	Option,brown rice	N1315	option				
63. crispy shredded chicken	Item,Obtainable,63. crispy shredded chicken	N1025	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	63. crispy shredded chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	63. crispy shredded chicken	
	Token,~NoTag		token			63	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			crispy	~NoTag
	Token,~NoTag		token			shredded	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
choice of rice	OptionGroup	N1317	option_group				
white rice	Option,white rice	N1319	option				
brown rice	Option,brown rice	N1318	option				
64. house dragon well tea shrimp	Item,Obtainable,64. house dragon well tea shrimp	N1026	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	64. house dragon well tea shrimp	
	Hypergraph		hypergraph		CommandNet>NewInstruction	64. house dragon well tea shrimp	
	Token,~NoTag		token			64	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			house	~NoTag
	Token,~NoTag		token			dragon	~NoTag
	Token,~NoTag		token			well	~NoTag
	Token,DBPedia>Tea		token			tea	DBPedia>Tea
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1320	option_group				
white rice	Option,white rice	N1322	option				
brown rice	Option,brown rice	N1321	option				
65. crispy jumbo shrimp with salt &amp; pepper	Item,Obtainable,65. crispy jumbo shrimp with salt &amp; pepper	N1027	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	65. crispy jumbo shrimp with salt &amp; pepper	
	Hypergraph		hypergraph		CommandNet>NewInstruction	65. crispy jumbo shrimp with salt &amp; pepper	
	Token,~NoTag		token			65	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			crispy	~NoTag
	Token,~NoTag		token			jumbo	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Salt		token			salt	DBPedia>Salt
	Token,~NoTag		token			&amp;	~NoTag
